# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	25916	27145	+					serA		B5T_RS00120	1230		old_locus_tag=B5T_00024
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	25916	27145	+	WP_014992394.1	WP_014992394.1		phosphoglycerate dehydrogenase	serA		B5T_RS00120	1230	409	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	27199	28566	+							B5T_RS00125	1368		old_locus_tag=B5T_00025
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	27199	28566	+	WP_014992395.1	WP_014992395.1		hypothetical protein			B5T_RS00125	1368	455	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	28563	28961	+							B5T_RS00130	399		old_locus_tag=B5T_00026
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	28563	28961	+	WP_014992396.1	WP_014992396.1		YcfL family protein			B5T_RS00130	399	132	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	29000	29590	+					lpoB		B5T_RS00135	591		old_locus_tag=B5T_00027
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	29000	29590	+	WP_014992397.1	WP_014992397.1		penicillin-binding protein activator LpoB	lpoB		B5T_RS00135	591	196	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	29621	30919	+							B5T_RS00140	1299		old_locus_tag=B5T_00028
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	29621	30919	+	WP_014992398.1	WP_014992398.1		hypothetical protein			B5T_RS00140	1299	432	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	30953	32716	+							B5T_RS00145	1764		old_locus_tag=B5T_00029
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	30953	32716	+	WP_014992399.1	WP_014992399.1		monovalent cation:proton antiporter-2 (CPA2) family protein			B5T_RS00145	1764	587	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	32737	33543	-							B5T_RS00150	807		old_locus_tag=B5T_00030
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	32737	33543	-	WP_148279172.1	WP_148279172.1		hypothetical protein			B5T_RS00150	807	268	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	33603	33962	-							B5T_RS00155	360		old_locus_tag=B5T_00031
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	33603	33962	-	WP_014992401.1	WP_014992401.1		VOC family protein			B5T_RS00155	360	119	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	34011	34763	-							B5T_RS00160	753		old_locus_tag=B5T_00032
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	34011	34763	-	WP_148279173.1	WP_148279173.1		AraC family transcriptional regulator			B5T_RS00160	753	250	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	34852	36540	-					ggt		B5T_RS00165	1689		old_locus_tag=B5T_00033
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	34852	36540	-	WP_014992403.1	WP_014992403.1		gamma-glutamyltransferase	ggt		B5T_RS00165	1689	562	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	36608	37102	-					coaD		B5T_RS00170	495		old_locus_tag=B5T_00034
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	36608	37102	-	WP_041717188.1	WP_041717188.1		pantetheine-phosphate adenylyltransferase	coaD		B5T_RS00170	495	164	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	37167	38231	-							B5T_RS00175	1065		old_locus_tag=B5T_00035
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	37167	38231	-	WP_014992405.1	WP_014992405.1		SDR family oxidoreductase			B5T_RS00175	1065	354	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	38311	38679	+							B5T_RS00180	369		old_locus_tag=B5T_00036
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	38311	38679	+	WP_014992406.1	WP_014992406.1		MerR family transcriptional regulator			B5T_RS00180	369	122	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	38699	40315	-							B5T_RS00185	1617		old_locus_tag=B5T_00037
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	38699	40315	-	WP_014992407.1	WP_014992407.1		GMC family oxidoreductase			B5T_RS00185	1617	538	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	40361	40882	-							B5T_RS00190	522		old_locus_tag=B5T_00038
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	40361	40882	-	WP_014992408.1	WP_014992408.1		twin-arginine translocation signal domain-containing protein			B5T_RS00190	522	173	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	40967	42409	-							B5T_RS00195	1443		old_locus_tag=B5T_00039
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	40967	42409	-	WP_014992409.1	WP_014992409.1		coniferyl aldehyde dehydrogenase			B5T_RS00195	1443	480	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	42508	43212	+							B5T_RS00200	705		old_locus_tag=B5T_00040
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	42508	43212	+	WP_014992410.1	WP_014992410.1		TetR/AcrR family transcriptional regulator			B5T_RS00200	705	234	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	43296	44087	+							B5T_RS00205	792		old_locus_tag=B5T_00041
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	43296	44087	+	WP_014992411.1	WP_014992411.1		IclR family transcriptional regulator			B5T_RS00205	792	263	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	44366	45505	+							B5T_RS00210	1140		old_locus_tag=B5T_00042
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	44366	45505	+	WP_014992412.1	WP_014992412.1		TAXI family TRAP transporter solute-binding subunit			B5T_RS00210	1140	379	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	45581	47530	+							B5T_RS00215	1950		old_locus_tag=B5T_00043
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	45581	47530	+	WP_041716592.1	WP_041716592.1		TRAP transporter permease			B5T_RS00215	1950	649	
gene	pseudogene	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	47543	48193	+							B5T_RS23460	651		partial;pseudo
CDS	without_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	47543	48193	+				3-oxoacid CoA-transferase subunit A			B5T_RS23460	651		partial;pseudo
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	48215	48856	+							B5T_RS23465	642		
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	48215	48856	+	WP_051015563.1	WP_051015563.1		3-oxoacid CoA-transferase subunit B			B5T_RS23465	642	213	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	48858	50177	+							B5T_RS00225	1320		old_locus_tag=B5T_00045
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	48858	50177	+	WP_014992415.1	WP_014992415.1		hypothetical protein			B5T_RS00225	1320	439	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	50332	51342	-							B5T_RS00230	1011		old_locus_tag=B5T_00046
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	50332	51342	-	WP_014992416.1	WP_014992416.1		alpha/beta fold hydrolase			B5T_RS00230	1011	336	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	51345	52304	-							B5T_RS00235	960		old_locus_tag=B5T_00047
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	51345	52304	-	WP_014992417.1	WP_014992417.1		paraslipin			B5T_RS00235	960	319	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	52315	52776	-							B5T_RS00240	462		old_locus_tag=B5T_00048
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	52315	52776	-	WP_014992418.1	WP_014992418.1		NfeD family protein			B5T_RS00240	462	153	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	52893	53618	+							B5T_RS00245	726		old_locus_tag=B5T_00049
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	52893	53618	+	WP_014992419.1	WP_014992419.1		16S rRNA (uracil(1498)-N(3))-methyltransferase			B5T_RS00245	726	241	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	53907	55580	+							B5T_RS00250	1674		old_locus_tag=B5T_00050
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	53907	55580	+	WP_041716597.1	WP_041716597.1		amidase			B5T_RS00250	1674	557	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	55773	56072	+							B5T_RS00255	300		old_locus_tag=B5T_00051
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	55773	56072	+	WP_229682917.1	WP_229682917.1		metalloregulator ArsR/SmtB family transcription factor			B5T_RS00255	300	99	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	56069	56533	+							B5T_RS00260	465		old_locus_tag=B5T_00052
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	56069	56533	+	WP_014992422.1	WP_014992422.1		YeeE/YedE family protein			B5T_RS00260	465	154	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	56530	56949	+							B5T_RS00265	420		old_locus_tag=B5T_00053
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	56530	56949	+	WP_014992423.1	WP_014992423.1		membrane protein			B5T_RS00265	420	139	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	56932	58134	-							B5T_RS00270	1203		old_locus_tag=B5T_00054
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	56932	58134	-	WP_014992424.1	WP_014992424.1		MFS transporter			B5T_RS00270	1203	400	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	58276	59139	+							B5T_RS00275	864		old_locus_tag=B5T_00055
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	58276	59139	+	WP_014992425.1	WP_014992425.1		LysR family transcriptional regulator			B5T_RS00275	864	287	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	59136	59684	-					gloA		B5T_RS00280	549		old_locus_tag=B5T_00056
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	59136	59684	-	WP_014992426.1	WP_014992426.1		lactoylglutathione lyase	gloA		B5T_RS00280	549	182	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	59807	61255	+							B5T_RS00285	1449		old_locus_tag=B5T_00057
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	59807	61255	+	WP_014992427.1	WP_014992427.1		DUF853 family protein			B5T_RS00285	1449	482	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	61265	61750	-							B5T_RS00290	486		old_locus_tag=B5T_00058
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	61265	61750	-	WP_014992428.1	WP_014992428.1		peptidylprolyl isomerase			B5T_RS00290	486	161	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	61779	62798	-							B5T_RS00295	1020		old_locus_tag=B5T_00059
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	61779	62798	-	WP_014992429.1	WP_014992429.1		lysophospholipid acyltransferase family protein			B5T_RS00295	1020	339	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	62946	63974	-							B5T_RS00300	1029		old_locus_tag=B5T_00060
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	62946	63974	-	WP_014992430.1	WP_014992430.1		MBL fold metallo-hydrolase			B5T_RS00300	1029	342	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	63971	64468	-							B5T_RS00305	498		old_locus_tag=B5T_00061
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	63971	64468	-	WP_014992431.1	WP_014992431.1		chemotaxis protein CheW			B5T_RS00305	498	165	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	64494	65519	-							B5T_RS00310	1026		old_locus_tag=B5T_00062
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	64494	65519	-	WP_014992432.1	WP_014992432.1		chemotaxis protein CheB			B5T_RS00310	1026	341	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	65516	71707	-							B5T_RS00315	6192		old_locus_tag=B5T_00063
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	65516	71707	-	WP_014992433.1	WP_014992433.1		Hpt domain-containing protein			B5T_RS00315	6192	2063	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	71746	72621	-							B5T_RS00320	876		old_locus_tag=B5T_00064
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	71746	72621	-	WP_014992434.1	WP_014992434.1		methyltransferase			B5T_RS00320	876	291	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	72621	74639	-							B5T_RS00325	2019		old_locus_tag=B5T_00065
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	72621	74639	-	WP_014992435.1	WP_014992435.1		methyl-accepting chemotaxis protein			B5T_RS00325	2019	672	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	74758	75306	-							B5T_RS00330	549		old_locus_tag=B5T_00066
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	74758	75306	-	WP_014992436.1	WP_014992436.1		chemotaxis protein CheW			B5T_RS00330	549	182	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	75321	75689	-					pilH		B5T_RS00335	369		old_locus_tag=B5T_00067
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	75321	75689	-	WP_014992437.1	WP_014992437.1		twitching motility response regulator PilH	pilH		B5T_RS00335	369	122	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	75736	76119	-					pilG		B5T_RS00340	384		old_locus_tag=B5T_00068
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	75736	76119	-	WP_014992438.1	WP_014992438.1		twitching motility response regulator PilG	pilG		B5T_RS00340	384	127	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	76352	77305	+					gshB		B5T_RS00345	954		old_locus_tag=B5T_00069
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	76352	77305	+	WP_014992439.1	WP_014992439.1		glutathione synthase	gshB		B5T_RS00345	954	317	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	77415	78281	+							B5T_RS00350	867		old_locus_tag=B5T_00070
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	77415	78281	+	WP_014992440.1	WP_014992440.1		TonB family protein			B5T_RS00350	867	288	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	78352	78915	+							B5T_RS00355	564		old_locus_tag=B5T_00071
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	78352	78915	+	WP_014992441.1	WP_014992441.1		YqgE/AlgH family protein			B5T_RS00355	564	187	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	78915	79319	+					ruvX		B5T_RS00360	405		old_locus_tag=B5T_00072
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	78915	79319	+	WP_041717192.1	WP_041717192.1		Holliday junction resolvase RuvX	ruvX		B5T_RS00360	405	134	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	79467	80765	+							B5T_RS00365	1299		old_locus_tag=B5T_00073
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	79467	80765	+	WP_167321191.1	WP_167321191.1		Fic family protein			B5T_RS00365	1299	432	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	80794	81396	-							B5T_RS00370	603		old_locus_tag=B5T_00074
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	80794	81396	-	WP_014992444.1	WP_014992444.1		DUF2780 domain-containing protein			B5T_RS00370	603	200	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	81638	82114	+					pyrR		B5T_RS00375	477		old_locus_tag=B5T_00075
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	81638	82114	+	WP_229682918.1	WP_229682918.1		bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	pyrR		B5T_RS00375	477	158	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	82259	83278	+							B5T_RS00380	1020		old_locus_tag=B5T_00076
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	82259	83278	+	WP_041716604.1	WP_041716604.1		aspartate carbamoyltransferase catalytic subunit			B5T_RS00380	1020	339	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	83268	84551	+							B5T_RS00385	1284		old_locus_tag=B5T_00077
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	83268	84551	+	WP_014992447.1	WP_014992447.1		dihydroorotase			B5T_RS00385	1284	427	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	84567	85157	-					dsbG		B5T_RS00390	591		old_locus_tag=B5T_00078
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	84567	85157	-	WP_014992448.1	WP_014992448.1		thiol:disulfide interchange protein DsbG	dsbG		B5T_RS00390	591	196	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	85162	85974	-							B5T_RS00395	813		old_locus_tag=B5T_00079
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	85162	85974	-	WP_014992449.1	WP_014992449.1		TlpA family protein disulfide reductase			B5T_RS00395	813	270	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	86304	86966	+							B5T_RS00400	663		old_locus_tag=B5T_00080
